edad;ingreso;antiguedad;num_productos;calificacion_crediticia;monto_prestamos;num_transacciones;banca_online;tiene_tarjeta;saldo_anterior;saldo_anual
26;73289.74748;5;2;746;21307.87943;10;0;0;14255.10072;26941.71796
34;74519.71881;14;4;602;36362.92994;34;0;0;1446.550018;14079.93288
52;39870.09869;9;2;740;11345.49779;14;1;0;3474.939286;29377.63469
36;30592.99553;8;2;804;22611.86461;42;0;1;4838.244431;33746.19975
33;61878.42638;0;4;561;25668.74418;35;0;1;7702.756141;15401.31913
38;78533.21294;8;3;634;7270.326197;45;0;1;6713.221231;32217.41175
56;42139.6771;10;3;637;21494.61928;39;1;0;21873.17702;27545.9575
39;45369.37875;11;2;657;24531.94233;34;1;1;6146.543695;33833.38084
62;55650.0481;12;5;602;18632.78422;5;0;1;954.3913309;36349.92326
24;33878.97482;4;1;732;18179.62381;30;1;0;20885.39681;48563.88994
42;32847.02641;4;5;833;50935.31233;17;1;1;12322.59281;46158.47119
20;41370.96484;13;4;526;7527.425149;41;1;0;933.9254743;35859.44886
51;38806.90933;10;2;666;16859.46978;18;1;1;5278.434044;32705.59482
37;62713.14036;11;2;512;13400.71916;21;0;1;8623.446638;26664.55744
45;17510.4796;9;4;511;33640.46602;9;1;0;32366.65585;39401.04736
29;44501.532;9;5;676;22100.34144;26;1;0;6463.258584;46946.39174
59;23339.64537;6;2;767;43709.91416;10;1;1;23388.66652;39414.7551
23;48215.07228;9;2;831;15783.39266;39;0;1;34590.35567;33278.1485
34;43638.63361;7;5;641;25309.58125;6;1;1;9684.521341;43375.34162
52;42224.25963;6;2;757;43293.13941;48;1;1;16175.65321;49722.12265
60;110616.6378;5;5;746;16060.08106;37;0;0;11611.93608;37729.45034
32;57328.9634;10;2;590;6934.445685;2;0;0;13731.99742;26679.46388
40;21126.23971;8;5;776;25601.328;20;0;1;7744.560199;43964.87971
38;33185.1235;3;2;619;15411.89146;32;0;1;27832.26331;46073.84023
40;65565.28336;1;4;628;25785.55409;15;1;0;4375.235594;10353.85083
48;41183.49454;2;5;843;21701.9191;48;1;0;5652.625027;23657.90929
29;39185.43941;6;4;848;26249.9018;41;1;1;13171.7601;36544.18231
27;34674.28525;2;4;698;15192.38917;26;0;1;13193.6441;28081.43263
47;63467.14282;1;4;829;30749.89951;40;1;1;8611.480188;39831.96431
51;84246.48925;1;4;772;35083.61506;37;0;1;4658.837186;35777.86606
29;54289.38877;1;3;624;19735.55929;9;0;0;38200.15531;50432.30033
26;96452.8246;1;5;758;24213.19228;33;0;0;5940.050031;50444.17079
45;82585.2776;14;2;532;13827.44275;12;0;0;5141.554594;38173.79335
21;43672.76936;6;5;574;6617.692794;22;1;1;26798.86503;23692.79136
24;59783.18929;11;3;639;21630.6983;38;0;0;16415.79408;27029.37374
24;35153.87776;9;1;713;7084.051609;15;0;0;10981.07177;-1608.381463
45;27731.05063;4;1;632;21791.54518;16;0;0;20266.76336;32241.81051
38;82995.51785;8;3;803;43444.19467;15;0;1;11929.26264;38924.39469
45;66479.24294;14;5;818;32722.02474;9;1;1;7355.076879;30166.46802
40;81334.49996;2;5;544;42479.32901;32;1;0;5174.232806;24682.32803
25;64436.9369;9;5;578;29452.63263;25;1;1;9145.011186;46023.79456
36;36364.23789;1;1;678;18355.83878;23;1;0;4854.540197;11681.90229
49;51976.35704;14;3;641;41064.90451;48;0;1;13715.42813;43229.65882
41;47020.67459;6;3;604;22175.42903;29;0;1;23355.69591;43121.8633
49;39588.13562;11;5;767;11380.33261;49;0;1;6848.382433;44295.97734
41;25690.4632;0;3;739;56844.63603;18;1;1;4962.729212;31754.78661
44;39112.03955;13;4;567;88204.18372;6;0;1;4863.695956;32375.87235
40;25244.04193;6;3;682;21074.22596;37;1;0;7092.27261;28367.09926
20;22447.21779;4;1;598;14401.84575;32;1;1;15687.51467;27960.07359
50;64650.78033;10;3;612;15699.13268;30;0;1;6318.197402;15813.34692
59;22481.50022;11;1;542;24316.66812;19;1;0;11773.81949;20096.3231
26;36047.69232;14;5;816;37895.14123;6;1;1;15726.18305;33781.30808
25;62412.7464;6;2;784;21310.9509;1;1;1;7388.062203;13662.98139
19;64246.66434;11;3;544;65605.79285;2;0;0;10221.4191;47665.12904
32;45095.73407;11;3;704;37944.87409;19;1;0;26725.44562;39949.27773
40;19555.90197;4;1;520;33514.28055;38;1;0;9568.45489;14350.24243
52;48457.80713;1;5;704;14918.76159;35;0;1;16117.282;36578.88799
50;62966.09603;5;5;793;22046.28694;38;1;0;4175.367661;12523.72641
20;47012.30136;3;4;750;36335.38296;39;1;0;2678.925265;24031.87509
33;45168.56579;9;3;515;35114.10716;19;1;0;17435.05131;49578.92882
61;33559.88488;14;5;791;71997.19422;42;0;1;5354.991373;33486.0426
28;41302.39086;12;1;620;20002.01749;21;1;1;2971.743307;3257.939138
46;59703.44472;0;1;815;7445.25126;36;0;0;4912.582645;11629.22895
48;83105.78731;8;3;690;28178.77418;40;1;0;4009.53597;29520.29832
40;19768.49501;13;4;603;34517.49476;45;0;0;2905.837815;22046.29633
23;79793.53993;5;1;556;30601.96157;0;0;0;15376.23615;24574.52029
28;115989.8574;11;3;687;3098.260826;3;1;1;14822.98603;26451.80152
57;66391.37289;2;5;652;34725.74749;36;0;0;14401.32166;37343.46066
39;57984.51862;10;1;534;14297.17091;47;0;1;3520.616512;25888.15229
60;28396.23442;14;3;772;16192.15934;14;0;1;8011.837068;30475.82231
57;33294.07373;2;1;787;19199.88114;27;1;1;10331.054;45054.95212
60;47233.90034;14;2;504;19160.6639;38;1;1;8224.08271;38500.17437
31;45434.56809;7;4;708;30867.7269;32;0;1;16774.87935;41466.44892
59;56035.17614;0;2;520;13716.88044;3;0;1;14349.38747;45996.27097
52;35069.52207;12;2;627;54343.09437;10;1;1;6105.450013;40969.16535
40;50979.41989;5;1;708;22991.5943;17;1;1;10075.62716;30274.17293
20;66294.99775;11;5;627;32151.21846;14;0;0;7606.506807;18519.43566
64;31192.85962;0;3;535;13222.74759;28;0;1;8877.132083;22613.64175
28;61026.19731;2;3;694;53642.76802;11;1;1;3067.864405;4747.420486
58;18394.76304;6;3;579;38779.1182;6;1;0;24951.27543;42526.48068
34;15081.92369;7;3;806;25383.17849;25;0;0;14542.97127;38358.02576
51;110017.2136;6;4;789;11273.29865;46;1;0;3165.104147;17310.04019
20;9212.982867;10;4;669;17849.45299;19;0;1;17781.46779;44935.69354
33;50581.71787;11;1;673;39744.13757;42;0;0;2033.930691;26735.08537
20;32544.63673;12;3;816;31777.87331;19;1;1;6345.151046;34744.43969
32;14873.90088;3;3;810;45757.13694;25;1;1;19085.43009;27754.73944
23;72282.86664;4;4;751;11216.18172;7;0;0;4648.262275;26770.45689
63;44462.22304;6;3;627;13292.19227;38;1;1;6764.851562;39764.64554
60;38962.50338;1;5;610;19901.72619;41;1;1;4226.808642;35278.38731
59;90342.42637;6;2;630;15695.74454;17;1;0;4973.141359;27250.91665
57;56744.56011;5;3;527;30119.49153;47;0;1;20429.11503;18409.4887
64;16581.63809;13;1;630;27696.43894;46;0;0;8370.986812;35590.32445
61;101231.0412;12;4;661;24406.24334;47;0;1;8308.600825;22972.63718
36;65939.59045;14;3;607;43645.30139;14;0;0;3534.760188;16330.45587
50;38592.60418;2;4;768;30124.55924;41;0;0;6218.811829;11443.26243
37;57498.85665;14;1;792;6171.942605;17;1;0;4768.531468;35410.3493
64;51422.67878;0;2;569;46039.83362;25;0;1;7976.572407;38457.28683
34;100390.6351;6;1;813;19237.72465;6;1;1;3046.145508;34465.97641
53;69849.53562;10;2;529;44080.51362;22;1;0;15094.15128;28654.94036
24;27848.38008;5;4;541;32990.44582;41;0;0;7280.184604;40745.90417
29;53896.04088;11;5;670;10506.40093;47;0;1;16230.94067;47633.63035
60;37429.57757;0;3;625;12586.19253;19;1;1;6558.930931;16179.38246
48;67447.5265;7;4;738;45175.25301;12;1;0;27680.24562;19337.33908
41;19088.10847;13;2;645;28162.04971;12;1;0;4216.504121;24757.01411
49;49913.26367;14;2;711;6167.917199;22;1;1;20951.29136;35156.1186
64;43872.88402;0;2;778;44244.5084;13;0;0;24303.06997;27784.86744
24;38217.81485;12;4;652;31694.13234;36;0;1;15357.67;21808.16102
27;58843.34248;2;4;725;50488.55012;34;0;0;11239.90316;51280.82366
37;94912.87434;12;1;649;40304.48448;1;0;1;6737.680676;44786.66795
40;43841.41011;1;3;619;6092.013185;44;1;0;8132.382045;21961.04632
30;34197.42578;14;1;700;30323.12481;38;1;0;4997.350759;17934.091
55;48668.84452;0;5;711;18250.80524;26;1;1;6858.636054;34154.00518
62;52376.14295;1;4;518;33435.11453;2;0;0;13028.03218;20620.56206
21;20609.66116;0;4;829;29409.33075;49;1;1;1650.567279;26255.18848
23;58377.24354;13;4;655;17341.48584;34;0;0;10490.77891;35161.30582
23;29884.11543;4;1;602;15415.47615;0;0;1;5070.113421;5211.321639
56;33788.97788;8;2;744;20158.44083;46;1;1;15983.52269;43437.09572
36;64550.5153;7;2;674;19349.04979;14;0;0;1126.301234;25326.13689
28;31527.78674;12;4;717;10423.23246;13;1;0;9753.595;35949.4089
44;71511.44951;7;3;775;32109.66903;8;1;0;7114.182433;25951.00283
29;35349.82463;1;4;753;12364.65236;25;1;1;5277.764301;23419.62108
26;104504.9672;1;4;762;47053.56046;43;0;1;20623.06997;22111.3073
29;75148.09499;3;3;503;19762.07235;10;0;1;4599.74913;12232.10386
34;11974.20924;11;5;766;12122.8141;38;1;0;7216.918107;22803.46617
43;48328.2767;9;3;529;19541.00387;11;1;1;9961.974142;39343.41206
45;58399.89024;12;1;610;45184.46332;47;1;0;4435.639922;13222.59325
25;79540.45407;14;2;791;56594.72767;38;0;1;8978.938442;37029.07605
48;59629.1904;1;3;660;21945.23535;7;0;0;10428.5232;34863.05711
23;65452.60202;12;1;546;76207.36663;49;0;1;15758.68334;21205.25783
38;107676.9119;3;3;501;49156.41955;26;1;1;8892.485038;24261.53902
50;93185.61646;1;3;846;13448.53335;40;0;1;1138.74419;20490.1188
43;46169.03631;9;3;631;25979.38779;9;1;0;9809.640066;16081.30147
56;13764.44775;10;2;734;11219.26369;1;0;0;6546.313388;21923.04467
53;33895.2689;1;4;849;49701.70033;39;1;0;5982.559204;33515.20879
23;39417.64228;11;3;681;35730.11094;49;0;1;5053.498565;46803.42226
29;28124.24655;11;2;605;37892.03791;32;1;0;13136.20563;30452.13587
22;91041.76257;1;5;532;34436.31363;29;0;1;1241.64483;27494.22564
48;44739.69108;0;1;653;18818.18043;6;1;1;16665.53047;40892.69233
35;58761.4608;4;5;767;20038.25751;47;0;1;13748.13594;38007.07327
39;72146.36427;4;3;789;77905.86708;27;0;1;4556.489311;40011.35381
61;44365.29875;10;5;661;23989.14438;41;1;0;8871.766869;42185.03384
31;65318.49093;10;2;508;23348.80609;9;0;0;6673.404201;17642.66396
50;34402.22723;4;5;806;23834.12623;35;1;0;3220.816036;18154.38824
57;73197.73929;9;3;839;11010.58907;33;0;0;16228.74708;28330.9194
49;61964.94767;9;4;608;19774.57421;31;1;1;4448.254674;19121.7437
22;64259.04194;0;1;613;43836.58254;43;0;0;3698.576969;21618.8141
43;34409.87565;12;4;646;37298.49148;35;1;0;4723.84131;24458.18522
63;42623.37413;4;2;513;55951.49527;44;1;0;10657.26835;33198.50714
37;103052.32;6;2;633;16930.74462;0;1;1;7241.350411;22571.43071
38;66353.65805;2;3;535;48269.52414;31;0;0;1693.830127;21754.31949
57;29707.02564;0;1;500;38667.44082;5;0;0;21121.02856;41546.29953
54;24429.05175;0;1;557;33512.58781;40;1;0;2830.638939;16442.76298
62;29608.89761;5;2;795;23615.11412;19;0;0;10902.40514;35838.10608
59;44963.53612;5;2;838;26340.53304;19;1;1;18519.33715;42274.63103
41;49314.42807;14;3;785;33921.9139;39;0;1;8452.288783;30191.67368
51;65875.69518;10;2;748;54239.96047;44;1;0;2087.04703;6033.901984
64;26205.07501;9;4;837;45058.26435;47;1;0;13960.1061;50253.74189
51;22489.72893;13;3;756;15774.7586;47;0;1;9524.940385;29480.66608
64;79725.31095;14;2;538;9773.106542;12;1;1;9574.612168;34187.35109
46;25948.11172;5;1;527;26831.95286;23;1;0;4306.341399;21041.87858
60;61015.22546;9;3;847;15536.67885;38;1;1;2452.21815;29004.33233
44;28151.17084;10;4;804;23949.50209;20;0;0;14190.70851;26691.01159
20;33893.6483;5;5;754;37451.13547;19;1;0;7276.994008;34440.46276
33;63810.49416;3;4;528;40440.3242;46;0;1;1995.993094;15531.45819
27;35561.89036;8;3;707;34871.86199;44;0;1;26060.07954;37629.13499
40;27470.2734;10;5;563;42597.72051;46;0;0;7664.810075;10694.0077
22;44176.07049;12;5;527;27751.36892;48;0;0;2279.127401;31790.52291
27;23727.58841;10;1;752;10963.09252;13;1;0;20184.67329;7882.387963
45;24552.10332;12;2;767;30078.45489;47;0;1;4330.492408;34607.963
59;66555.44792;2;2;515;37206.95797;19;0;0;1774.747292;31101.08333
43;31960.74399;1;1;780;19950.6169;20;1;1;16827.33755;32894.61606
50;18618.35185;1;3;524;24149.68141;3;1;0;3905.733206;17001.2796
62;20904.0064;1;3;531;43191.13052;35;1;1;4863.480863;33921.89784
48;31422.14984;9;4;762;8992.218433;26;1;1;5228.235692;22670.21641
42;18090.42717;11;3;670;46005.13291;48;1;0;8153.882472;43612.37157
35;47619.98254;12;4;699;37448.14575;24;0;1;2751.123362;4528.890884
62;59965.3517;6;5;804;23855.96369;38;1;0;4996.335139;49222.46437
63;38589.33997;13;5;700;46679.76549;39;0;1;4298.851895;37958.89978
28;35627.89891;12;3;576;40957.82437;28;0;1;7992.987978;23997.69055
40;50570.66303;12;2;801;20926.31679;4;1;0;14244.88202;56623.05699
40;23117.85455;12;4;846;43206.07281;27;1;1;2695.59821;44335.5321
40;105146.6269;3;4;517;51903.63711;34;1;0;4940.282192;22353.19328
57;66210.93865;5;3;556;31551.51237;24;0;0;8851.007175;15984.93381
47;59607.17281;11;2;625;30904.35203;39;0;0;10356.81617;35562.52959
25;42641.94761;5;4;720;13301.83108;28;1;0;23628.73185;30756.49722
43;22378.34974;5;3;720;36594.43103;47;1;1;7364.812852;30833.91722
39;82214.44853;2;3;728;7997.22342;3;1;1;7805.737422;29948.46933
46;54408.73866;8;2;717;31056.61644;18;0;0;6835.800446;14713.0219
48;68763.03548;6;3;697;27485.01081;32;1;1;16230.03872;44486.74118
19;63212.95791;1;3;802;8933.980804;26;1;1;20358.54138;30852.51995
60;78105.70327;13;4;646;12641.88011;24;1;0;3566.71771;21007.15218
59;32656.20401;11;5;781;30395.42721;49;1;1;17710.15314;52743.68717
44;25663.31923;3;5;694;29887.92609;2;0;0;10430.31805;41638.62228
45;28093.14117;4;5;642;15031.18735;27;1;1;13767.40676;27458.48841
61;28651.50962;11;3;791;1711.255597;1;1;1;6992.521178;49107.5389
62;34294.7531;5;4;846;14679.97135;42;1;1;16571.20699;41722.94952
41;64288.43625;1;5;532;12026.71556;23;0;1;3698.553287;24590.38506
44;60157.80715;8;1;518;20815.26875;36;1;0;5508.685642;25543.55855
55;63673.48984;5;1;585;32553.94216;23;0;0;8357.821727;38028.17739
50;57601.07734;0;4;820;41310.99707;45;1;0;18100.62946;47623.8744
46;25519.01251;13;1;644;35712.79072;13;1;0;8977.837718;25270.77568
61;20265.53462;6;4;671;29727.79231;5;0;1;4664.231898;25205.9867
48;30914.88706;0;1;532;14044.82684;35;0;1;25461.44677;50733.47058
55;28508.34034;5;5;729;22942.66472;13;1;1;5565.610589;27759.96268
43;30315.19361;1;2;509;8673.768578;7;0;1;18378.41872;38479.02825
49;22487.32511;6;3;691;26516.85426;1;0;0;5387.959395;25760.48775
27;37018.82111;7;3;817;30448.04419;40;0;1;5217.073725;30166.90069
35;75764.70097;0;2;777;32538.95267;35;1;0;3106.991121;32777.99558
33;31271.40473;6;5;664;35968.85063;25;1;0;2781.093991;24658.18175
45;95137.8786;8;2;775;10082.58831;31;0;0;6636.784924;27407.58041
30;41747.19282;10;2;770;17344.44602;46;0;1;5149.853596;39369.91406
58;36453.7406;0;4;780;24780.8738;21;1;1;6139.61756;21776.23113
21;78209.49062;4;3;785;8284.4348;48;0;0;7053.569031;33717.42115
18;40358.60231;0;1;708;35456.672;21;1;0;3476.859073;24209.50354
31;46640.44084;1;5;537;23206.11262;44;0;0;2871.767068;27446.8367
36;37086.8162;10;4;724;13639.41134;26;0;0;4443.220706;7659.365313
56;37528.13483;6;2;698;21370.65793;6;1;0;4397.526931;21723.27653
40;41060.12159;2;1;538;11987.73351;32;1;1;14525.79316;49911.36904
49;76105.80961;10;5;627;22193.806;8;1;0;13694.29135;26711.03384
56;12296.46753;13;3;770;31336.9438;7;1;0;4283.846832;31551.3773
25;46830.62666;7;3;674;24137.30769;11;0;0;1590.392828;13584.52092
45;68511.21477;6;4;540;23775.36782;16;0;0;11706.86477;33520.28289
57;47488.63934;10;4;816;24647.19491;26;1;1;17255.0634;56580.73546
49;18493.76044;3;1;820;40572.62254;4;0;1;10341.65408;19887.78426
27;14778.63938;1;2;536;31821.31533;13;0;1;5919.341979;18314.89895
56;23786.64384;12;1;693;6327.972905;33;0;1;15291.00461;23800.65764
62;48717.67517;9;4;683;28923.03483;47;0;1;6358.27869;44460.90516
26;100143.3798;8;1;630;40244.39898;10;0;0;9124.193321;23226.31624
50;15343.16164;6;1;714;9684.362717;0;0;0;5349.863691;21831.25239
62;44417.53645;12;1;516;25461.84785;11;0;0;5627.69308;-6605.951049
32;12982.12552;7;5;738;16776.85101;0;1;0;3024.285142;29306.15423
22;13776.01876;2;4;719;16148.01031;37;1;1;661.467356;13846.9827
45;56076.8122;1;2;684;17713.22631;39;1;0;6223.597504;17856.50044
21;82038.56465;0;1;743;98031.62356;13;1;1;2812.207199;16149.99124
35;69255.92745;2;2;528;16088.56455;23;1;1;10061.44183;29169.08062
25;40936.47528;13;1;837;47617.98267;28;0;0;2432.755187;11794.56442
20;86900.16707;2;2;831;42944.65175;14;1;0;11292.26586;33046.54534
18;56961.66224;6;3;658;17320.0548;7;1;0;13609.77071;52790.99426
30;27769.19206;11;4;839;35311.70159;48;0;0;5342.966113;34774.70433
50;60831.37017;10;2;731;17486.62271;15;0;1;13463.98483;36720.11867
20;99212.9896;11;3;813;18477.10428;10;0;0;17284.87912;38387.40143
42;44799.35714;14;3;830;30831.82799;21;1;1;516.2281836;23306.83683
41;46040.93431;5;3;527;19900.40072;41;1;0;9527.486341;30210.76882
61;35863.53688;2;5;785;93296.36638;39;1;1;10536.2374;44681.26409
57;26971.52194;14;5;524;54684.84398;43;1;1;10741.64432;25234.98864
59;43917.52974;7;2;755;29261.34051;25;1;0;16535.29426;30190.45098
52;37316.84124;0;3;592;28780.00583;12;0;0;12164.69142;31139.58098
33;32364.08861;9;3;598;75035.73705;9;1;0;17704.12288;39681.86224
19;112684.5715;8;3;567;37304.21896;3;0;1;10367.92254;14087.88592
35;132139.9169;1;4;798;20885.31267;6;1;1;3095.349762;28770.32918
49;39798.72597;11;2;747;37448.76009;29;1;1;4507.155967;27963.38359
23;36912.20549;5;3;502;24685.46755;26;1;0;14398.6588;35124.36142
40;54866.14388;12;3;696;28554.44398;15;1;1;4625.681051;38307.1407
22;55609.3252;7;2;548;23698.46379;17;1;0;2655.658562;7797.398995
44;21856.75788;12;2;836;15891.48894;21;0;1;4014.242856;36856.38929
56;33746.91362;1;5;845;19921.09788;13;0;1;7975.653809;36506.46204
19;58226.69712;11;1;602;30318.24678;9;0;1;1299.451665;25027.01357
24;53126.59434;14;2;754;27818.98546;0;0;0;11879.43159;33422.08011
62;63343.16319;8;4;719;16680.25326;9;0;0;14075.24063;39984.82376
62;58168.92618;6;4;642;20290.74719;14;1;1;7570.049197;44924.7989
40;50507.83179;4;2;704;22444.55014;28;1;0;1508.909727;15285.18029
36;42240.57214;0;3;590;1794.85128;11;1;1;8231.42679;7059.293836
51;55978.46089;0;5;528;19952.90568;24;0;1;14164.85963;33410.8628
34;51374.02599;11;1;629;39494.98338;27;0;0;1275.211233;20395.2488
32;66139.46906;4;2;788;17876.48697;10;0;1;2033.300107;35738.99431
38;43973.23875;8;4;518;25444.36166;19;1;1;12411.1268;37342.60549
40;72547.45482;3;1;737;18918.7902;44;1;0;10690.47705;32002.48734
63;49470.13234;1;3;616;12153.03412;5;1;0;9647.032024;35745.85418
25;20407.65001;10;3;800;13375.06767;49;1;1;5820.419906;22402.76912
62;33649.13283;4;2;748;18947.77367;3;0;1;3265.419945;38208.48849
62;22098.66724;3;2;651;40983.04459;9;0;1;6869.472169;18334.20689
47;61816.28237;9;3;766;19705.13576;15;0;0;8074.266478;19432.59068
58;86674.62409;6;5;761;25328.70716;16;1;0;11303.16974;54994.91966
58;32097.44317;2;4;831;6103.36234;37;0;1;1773.458074;26610.17855
44;44039.0557;11;4;559;30046.55441;18;1;0;1488.733004;11509.18273
25;59728.37351;7;3;842;49165.40468;34;1;1;5962.883675;19180.44155
38;41866.62147;7;2;797;22964.42478;7;0;0;8288.372827;35497.68276
44;21835.8344;12;1;570;35560.21131;35;1;0;546.4155832;11880.89668
34;27912.31996;4;5;653;47817.9277;13;0;0;3905.71085;33875.87241
30;16317.63811;9;2;614;26867.5772;28;0;1;6515.033048;23807.89463
45;77416.39754;5;2;784;35343.39144;1;0;1;1761.79589;34383.99344
64;102249.5674;9;1;532;12084.71317;11;0;0;7081.001012;27807.75911
41;58739.2382;13;1;818;30563.182;21;1;0;9465.404152;48173.68658
21;8963.851434;3;4;774;15145.12831;33;0;1;2344.516552;14551.70993
27;95351.25014;9;1;703;23985.85622;22;0;0;8803.555412;23326.4501
46;35314.93971;5;1;800;28140.00827;15;0;0;2541.018534;5918.841474
29;54515.66848;14;4;581;6094.696525;22;1;1;16015.82292;23768.5988
61;27313.81368;5;2;800;24403.63028;41;0;0;11768.89545;36752.7198
29;19124.57866;3;2;735;29929.02035;42;1;0;9231.932153;28463.11414
48;62750.18095;2;2;598;18023.34883;30;1;0;6661.003019;23701.11586
55;35140.62145;11;2;755;30594.4438;41;0;0;11175.17128;51521.86084
21;83430.7058;5;5;730;20622.01152;42;1;0;15769.56148;35164.96643
34;76212.47927;8;3;652;45465.23532;40;0;0;3810.58881;17148.56798
36;85449.52871;5;5;549;23457.17367;15;0;1;6825.064238;10280.31582
41;35499.62456;3;1;720;48846.89418;22;0;0;8566.52221;28405.13481
57;36781.03148;8;3;784;3528.937955;47;1;0;22646.54405;35471.06768
33;10539.07263;5;1;720;20965.11877;6;0;0;16297.64633;45535.26444
20;17939.39785;0;5;681;12638.66975;27;1;0;5291.621521;21061.79602
21;72663.21014;8;4;680;60958.42781;16;0;1;2358.640886;26707.7037
34;64235.04622;12;5;681;23275.94095;34;1;1;6104.254701;21399.84513
18;53247.73925;3;5;506;17725.04809;15;1;0;23909.73476;29176.10856
55;35118.71193;2;4;702;9972.830172;48;0;1;9639.243814;13598.44132
36;38847.80176;2;4;632;25542.22711;1;0;0;3902.319472;21519.68036
44;128315.5194;5;2;658;39625.40881;2;0;1;10963.74116;22711.30572
46;58258.89083;6;2;792;22851.63187;48;0;1;6211.398086;49359.25216
21;33511.35728;5;4;610;7194.393953;42;1;1;9900.622525;24156.34506
41;26765.40387;13;5;681;10157.91607;46;1;1;13944.6313;23712.22266
44;38545.64502;10;2;503;24734.48731;12;0;1;8104.188555;23048.60991
22;43715.7475;6;3;622;30736.21954;5;0;0;32465.19435;36559.84097
29;25896.39739;7;1;768;20566.55773;0;1;0;6834.725503;22904.85534
28;25065.5604;2;3;616;9868.313683;32;1;1;3030.802551;44047.56668
41;70452.83792;12;1;544;33046.37774;16;0;0;8330.786256;18181.99957
62;69506.57976;0;4;769;9135.861354;2;0;0;7536.553856;16339.93295
41;33193.08662;8;3;583;36856.98092;44;1;1;2215.677098;24404.51557
35;54090.60197;1;5;792;23781.25837;45;0;0;6534.025106;27473.60147
55;44055.91171;4;2;786;7166.15218;10;1;1;6842.432662;28175.00803
22;22346.48971;5;1;796;11134.18539;47;1;0;32795.15644;37885.44068
47;13418.54449;13;4;696;38497.42926;9;1;0;4634.450938;25145.58636
53;35707.21185;5;1;717;19954.43688;35;0;1;18171.33337;39358.19867
59;16235.02728;11;2;723;27290.72508;37;0;1;7925.775936;43645.2698
62;31182.96719;1;2;620;53610.44957;16;1;0;11550.40639;17825.33904
20;112433.8958;13;3;797;24236.82974;43;1;0;20516.79487;39081.96892
37;79498.54707;9;1;544;33635.67881;47;1;1;6369.28319;31462.69069
31;57541.83276;7;4;634;46004.66271;45;1;1;2698.46027;26547.25597
63;53436.7669;9;4;746;42688.89524;6;1;1;8342.603016;14638.39665
43;62355.73289;2;5;717;15326.06057;27;0;1;7560.215987;36158.88166
22;44973.06729;1;5;687;24133.48723;0;0;0;14985.8118;17299.86741
42;66729.10668;10;2;572;12218.23355;43;1;1;1311.740671;34276.53342
61;86160.39061;1;5;532;35654.52763;18;1;1;17066.09559;42576.71771
44;26328.97715;12;4;825;11548.8135;33;0;0;1381.320293;34759.83634
24;34937.49766;9;5;501;39852.95122;13;0;0;36288.66736;61669.58423
59;73439.35942;9;3;746;16738.54784;24;0;1;3684.660986;29855.97037
45;22390.74211;10;2;567;16773.23703;5;0;0;14764.19019;42189.43624
30;50204.71908;12;1;727;37347.80142;13;1;0;14011.03354;25332.38877
34;58279.121;11;2;584;27646.6995;14;0;1;28802.28163;34296.2709
25;33578.67172;12;4;796;27720.84938;30;1;0;6281.909394;44294.50145
23;57020.16322;9;3;658;17563.53226;27;0;0;8278.518275;20397.95327
58;24557.81963;8;2;679;20239.99242;43;1;1;6449.40972;32777.61194
42;54969.41936;5;4;676;7412.629576;45;0;0;6416.17713;30773.31457
54;89538.65983;14;4;822;9785.629833;33;1;1;13724.72747;54534.42322
32;22472.32789;8;2;774;5309.593281;37;0;1;15165.9853;30011.54289
24;21121.19426;9;5;644;35119.678;43;1;1;33737.90743;50554.30699
25;37428.69852;13;3;556;8949.939219;19;1;1;7856.948856;20534.69968
31;67380.15526;5;1;524;23996.0259;21;1;1;13059.38295;24502.22774
43;34025.43586;6;2;779;31578.55123;14;0;0;2064.510569;-123.6960065
64;42803.79609;4;3;722;43581.26006;45;1;0;12496.79854;41401.45457
60;92432.75786;10;1;664;37528.90321;40;0;1;3738.96978;23634.4202
61;67968.71799;3;3;699;9596.970203;3;0;0;10178.68658;5452.166476
19;88118.30938;9;5;849;11082.09089;43;0;0;5759.380176;67302.82707
24;61090.41321;8;1;727;50944.57537;37;0;0;14529.31795;34487.32986
27;30633.10399;1;4;835;30864.21628;39;0;1;7959.589494;30634.55157
49;65439.73064;13;1;533;18728.64423;11;1;1;12024.38642;22135.1843
61;53217.58944;13;2;802;27042.09225;16;0;0;8097.651324;43070.93648
24;59261.67883;11;3;692;27962.48387;42;1;1;4026.324654;24099.4482
47;79906.08602;7;1;760;24461.2245;19;0;0;11104.23089;23671.86369
64;45788.34603;12;1;676;12567.39754;16;1;0;1192.466281;22029.29224
47;26329.70255;8;5;734;40341.28987;2;0;0;5321.799286;34925.96872
29;42746.03639;11;1;578;10584.13051;21;0;0;14270.75265;28569.59196
54;63753.26192;14;4;547;23311.47333;8;1;0;16542.3775;39915.06148
53;41501.61994;1;2;615;5319.118562;43;1;1;1659.691334;38413.83947
60;47885.97267;8;5;826;37674.8872;29;1;1;3774.068207;26447.43219
50;44764.78137;10;2;540;10173.74698;48;0;1;6072.354664;26411.23131
19;32837.36056;11;2;812;52546.32106;7;0;1;4777.35278;41398.05991
40;69495.79149;4;3;633;9200.908449;19;1;0;12720.41459;32581.82298
64;48152.60099;12;2;528;18835.17935;12;1;1;4606.26948;21777.66927
56;31814.63765;0;5;578;14083.99119;43;1;1;3052.456293;12192.80087
