distancia;peso;volumen;modo_transporte;urgencia;fragilidad;num_paquetes_cliente;tipo_cliente;distancia_centro_distribucion;costo_combustible;costo_envio
377.7354578;14.3342264;0.44268432;Aéreo;Normal;Frágil;11;Individual;91.257076;2.75283914;488.8999742
235.2312453;3.773921321;0.137196338;Terrestre;Express;No Frágil;1;Empresarial;30.26095866;2.987854183;193.0245693
179.3317581;5.577819022;0.376038859;Aéreo;Normal;Frágil;18;Individual;20.19052314;3.179533714;304.9738354
224.1232698;10.59251823;1.020086959;Terrestre;Normal;Frágil;14;Individual;76.35210988;1.979917479;395.5259312
317.2628976;2.241621598;1.55487434;Marítimo;Express;No Frágil;10;Empresarial;39.69151212;2.567489067;337.9723763
72.32084729;7.369389866;0.14422748;Marítimo;Normal;Frágil;12;Individual;66.5868641;2.367330986;280.4303005
156.349791;6.652872095;0.215479751;Terrestre;Express;No Frágil;7;Empresarial;34.00366271;3.086459225;206.0732561
277.2641168;6.575414966;0.886065312;Marítimo;Express;Frágil;7;Empresarial;38.55310697;2.602007574;291.070791
188.7535312;2.317741499;0.771364405;Terrestre;Express;No Frágil;4;Individual;5.000473761;2.412630093;112.0085873
348.3775873;2.023496193;0.03360739;Marítimo;Normal;No Frágil;19;Individual;34.27091571;3.148574711;390.7777859
211.5658914;0.893507044;1.762850392;Terrestre;Express;No Frágil;16;Individual;102.4208656;3.35445663;445.3309497
279.2968014;8.179114541;0.031197017;Terrestre;Express;No Frágil;13;Empresarial;9.221045601;3.455074291;294.6317652
189.5351651;5.166389501;0.255790511;Terrestre;Express;Frágil;3;Empresarial;29.29403849;2.427612494;176.9876225
360.1588736;0.289187659;0.28691523;Aéreo;Express;No Frágil;9;Empresarial;20.18857205;2.701416534;322.7915739
259.2846896;5.540953063;0.221349253;Marítimo;Express;No Frágil;19;Empresarial;34.44371942;2.986125658;382.0708152
109.0698616;3.256610463;0.253440073;Terrestre;Normal;No Frágil;18;Individual;44.65289169;3.421787973;288.785171
265.8592431;3.370305746;0.311929018;Terrestre;Normal;No Frágil;8;Individual;12.15358918;2.219736639;221.8309038
224.3741054;6.555475145;0.186026344;Marítimo;Normal;No Frágil;6;Empresarial;52.66462622;3.301184554;283.9619099
321.9503159;1.664137158;0.054646794;Marítimo;Express;Frágil;18;Empresarial;18.55439945;2.435521369;352.2621929
254.6442942;0.87687207;0.036381411;Terrestre;Normal;No Frágil;2;Individual;9.637518651;3.855943277;157.5947336
138.5098829;13.85296834;0.561232852;Terrestre;Normal;No Frágil;15;Individual;36.9341266;3.098965527;266.2858152
160.4281639;1.404680899;0.379365195;Terrestre;Normal;Frágil;18;Empresarial;50.33280138;2.790448026;334.3619319
229.7689578;0.863791479;0.136708558;Terrestre;Normal;No Frágil;5;Individual;11.78798483;3.349468962;165.0315654
454.4710058;10.7174229;0.313449429;Aéreo;Express;Frágil;18;Empresarial;80.33167857;2.177791269;559.5744685
330.0887165;1.521668435;0.058386176;Marítimo;Express;Frágil;18;Empresarial;59.98778179;3.606064716;444.1923061
148.4595619;3.854070811;0.139578263;Terrestre;Express;Frágil;12;Individual;41.41449231;2.901118319;260.7765007
203.2319835;2.440114371;0.185147746;Terrestre;Express;No Frágil;9;Individual;61.91329777;3.089328639;294.1451166
213.4500755;11.54096106;0.213255364;Terrestre;Express;Frágil;3;Individual;85.850468;4.124299848;321.981469
141.8574748;19.0681225;0.128673572;Terrestre;Express;Frágil;12;Empresarial;29.93309995;1.523558978;250.4975327
321.8561435;0.48546361;0.479882268;Marítimo;Express;No Frágil;14;Empresarial;57.22001271;3.101499221;396.5656848
145.2786617;5.608359801;0.133448698;Aéreo;Express;Frágil;16;Individual;21.9614795;3.150262432;261.9361428
488.1952418;8.559733045;1.141468964;Marítimo;Express;Frágil;4;Individual;89.63752173;3.068647656;474.4608097
156.1538917;7.929439543;0.119111757;Marítimo;Express;Frágil;17;Empresarial;61.63398908;2.744941278;359.1901722
215.8538754;5.321501934;0.499726506;Marítimo;Express;Frágil;19;Empresarial;9.284050603;2.542300327;285.4901076
368.1996841;4.141504766;0.187101976;Marítimo;Express;No Frágil;10;Individual;11.3437526;3.038650417;295.3905459
232.7824861;4.11732557;0.474408776;Marítimo;Express;Frágil;17;Empresarial;40.61804916;2.250184741;347.5397556
70.45729463;4.622895391;0.112559992;Aéreo;Normal;No Frágil;13;Empresarial;6.869534915;2.78778385;158.4871923
253.4650645;4.959883965;0.179067321;Terrestre;Normal;Frágil;3;Empresarial;12.15019552;2.635290793;187.8923163
129.3923106;6.66775302;1.914334271;Marítimo;Normal;Frágil;2;Individual;37.7588937;3.03647869;186.2983386
174.3130052;4.334326935;0.983330613;Terrestre;Normal;Frágil;12;Empresarial;39.53329369;3.274207319;272.6369403
272.9427272;5.096962159;0.366685019;Aéreo;Express;No Frágil;8;Individual;54.42916293;3.483383114;329.3003871
368.9763817;9.234328833;0.193621131;Aéreo;Express;Frágil;18;Individual;7.268895972;1.789648727;372.0279085
254.5717052;5.155766043;0.075285385;Aéreo;Express;No Frágil;10;Empresarial;31.35905604;2.621750422;301.4040199
54.39405357;7.699715202;0.310387321;Marítimo;Normal;Frágil;11;Empresarial;75.16849609;3.257838539;279.1193645
237.2243638;3.587612735;2.055875178;Marítimo;Express;Frágil;7;Empresarial;63.27852877;3.265521717;325.2179022
124.1027772;22.26661078;0.156484306;Aéreo;Normal;Frágil;19;Empresarial;63.84312783;2.150383333;383.95905
270.8336889;3.900599778;0.685536547;Terrestre;Normal;Frágil;19;Individual;16.0432961;1.781502277;324.0692634
200.6570093;6.124145049;0.124844626;Terrestre;Normal;No Frágil;13;Empresarial;56.0437073;3.43383524;330.3857152
226.5657271;0.405846431;1.409201946;Marítimo;Normal;Frágil;18;Empresarial;2.117384192;2.71415512;273.7737809
195.5299114;2.798216326;0.628596074;Terrestre;Normal;Frágil;9;Empresarial;79.09562374;3.001327423;341.8874653
150.5255911;4.869894312;0.121397251;Terrestre;Express;No Frágil;5;Individual;19.24503865;3.174960309;158.5511761
259.6771921;3.214808909;0.132249201;Marítimo;Express;Frágil;12;Individual;16.57662067;3.201784492;273.4337907
120.4247092;2.315969434;0.813868821;Aéreo;Normal;Frágil;7;Empresarial;32.29229949;2.017687102;188.9939134
221.8093453;2.791436464;0.381085667;Aéreo;Normal;No Frágil;7;Individual;19.48599432;2.177396918;225.2469318
258.0283176;8.610365019;1.976240555;Aéreo;Express;No Frágil;4;Individual;25.998024;2.337151121;235.3654225
227.6609146;6.639480401;1.687046473;Aéreo;Express;Frágil;1;Individual;37.46132943;3.733619901;202.1956447
171.5540741;2.819573243;0.22685137;Marítimo;Normal;Frágil;19;Individual;52.99171025;3.451255511;352.5273234
235.1408871;4.569361841;0.05007873;Aéreo;Express;Frágil;4;Empresarial;54.81101889;3.392400477;283.844921
224.9719589;5.786550099;0.843216431;Aéreo;Normal;Frágil;19;Individual;19.65141008;2.815719428;325.6320499
145.721843;6.729781142;0.540672493;Marítimo;Normal;No Frágil;9;Empresarial;45.19296488;2.847880226;256.4803606
192.7322106;4.233459153;0.388924563;Terrestre;Express;Frágil;2;Empresarial;100.5549066;2.66138065;320.6994267
226.5656327;8.032604337;0.345041244;Aéreo;Normal;No Frágil;16;Individual;27.66049784;3.068177348;309.2206909
169.7991285;2.537506524;0.652103861;Aéreo;Express;Frágil;15;Empresarial;14.51481779;2.998513931;260.4894706
107.1166671;3.027683797;0.539307441;Terrestre;Normal;Frágil;7;Individual;84.75288309;2.64232914;279.9849614
339.4977533;5.650579221;0.538537925;Marítimo;Express;No Frágil;8;Individual;12.92653219;3.544747291;256.371056
182.302672;7.175416959;0.606374824;Terrestre;Express;No Frágil;3;Individual;12.71749406;2.388492477;159.7514048
91.07307852;2.803003261;0.920657053;Terrestre;Express;Frágil;2;Individual;44.10259453;2.969336336;155.0204826
202.0688058;2.574149025;0.598207763;Terrestre;Express;Frágil;10;Empresarial;35.22353495;3.38738011;251.3143363
287.2615616;1.996686906;0.09648541;Terrestre;Normal;Frágil;11;Individual;19.59049996;3.04167698;285.1290125
319.790046;12.52222087;0.603838086;Marítimo;Express;Frágil;18;Empresarial;28.53927762;3.642447599;391.2920817
208.2137522;1.784031789;0.45600685;Marítimo;Express;No Frágil;6;Individual;34.42827102;2.609208842;242.4731654
634.3301089;5.953269157;0.167930463;Aéreo;Normal;Frágil;6;Empresarial;3.536733765;2.757429714;382.4527618
122.438421;11.90279219;0.086395217;Terrestre;Normal;Frágil;17;Individual;3.990421348;2.553432974;217.3104934
139.7027026;4.434984874;0.45931194;Marítimo;Normal;No Frágil;3;Individual;38.1994007;1.551869549;187.1467738
496.9012183;5.322817077;0.195958875;Terrestre;Normal;Frágil;18;Individual;9.591793293;3.610256991;417.5752432
131.2305939;1.864987713;0.210819635;Aéreo;Normal;No Frágil;19;Empresarial;32.70089711;3.100780184;295.5607576
288.1659582;2.730663754;0.531966813;Aéreo;Normal;Frágil;1;Empresarial;16.47763951;3.266243846;217.4374048
153.5138854;17.48164349;0.357550356;Terrestre;Express;Frágil;3;Individual;26.8936991;2.901296047;201.6688483
266.6352578;2.934909796;0.37867416;Marítimo;Normal;No Frágil;14;Individual;51.74733237;3.164609118;361.7986937
268.090301;2.496238372;0.325503736;Marítimo;Express;Frágil;13;Individual;35.086489;2.734807678;319.4071875
151.0701443;5.449562741;0.546028869;Marítimo;Normal;No Frágil;10;Individual;28.22015945;3.206766727;219.2670078
359.0178589;22.46316101;0.287466185;Aéreo;Normal;No Frágil;4;Individual;21.10792445;4.174087912;307.6781217
68.2291296;5.712242663;0.247474873;Aéreo;Express;No Frágil;16;Empresarial;47.43061366;3.09243025;283.002861
183.5836926;2.681194038;0.635718262;Marítimo;Express;Frágil;4;Empresarial;45.84385836;3.078236493;233.1493422
155.2140315;26.53432133;0.084038651;Marítimo;Express;Frágil;7;Individual;8.030431134;2.387299906;200.37955
297.2346529;1.925573855;0.997951064;Aéreo;Express;Frágil;2;Empresarial;105.9390451;2.524948571;388.5649162
235.0953311;13.89609056;0.104415233;Marítimo;Express;Frágil;16;Empresarial;47.44155875;2.190365134;368.3244736
352.2512507;5.925117151;1.07416301;Marítimo;Express;Frágil;6;Individual;33.69327228;2.45294764;302.6618448
354.3589992;6.696434999;0.049909497;Terrestre;Express;Frágil;15;Individual;122.8351455;3.212590914;571.718455
310.8264491;3.004227695;0.726697136;Terrestre;Normal;No Frágil;1;Empresarial;38.0993232;2.792019463;267.5360487
176.6034548;0.478680014;0.225394378;Marítimo;Express;No Frágil;2;Empresarial;24.16445262;2.560418333;167.3809517
265.3011502;6.981134012;1.56349943;Terrestre;Express;No Frágil;19;Individual;46.34254902;3.015631152;388.8760146
170.6268159;4.767399316;0.795240423;Aéreo;Express;No Frágil;18;Empresarial;57.45787944;2.654835473;375.2841558
137.3619952;0.828548258;0.353866084;Aéreo;Express;Frágil;17;Empresarial;95.68961528;2.92847175;412.5543008
309.5077693;6.512096091;0.022098914;Terrestre;Normal;Frágil;9;Empresarial;67.2317358;3.812351972;387.8856027
229.8375555;9.29510242;0.664460574;Marítimo;Normal;No Frágil;16;Individual;47.22150898;3.458720117;338.5620464
117.6039431;15.57938361;1.319664721;Terrestre;Express;Frágil;6;Individual;63.42930054;3.62140342;268.2156538
297.9658012;1.761029961;0.403015266;Marítimo;Express;No Frágil;1;Empresarial;87.25954961;3.306523501;326.2745373
383.3159477;2.560213108;0.058402639;Aéreo;Express;Frágil;4;Empresarial;23.44560868;2.79108371;295.9564945
278.2741827;3.347837743;0.121878344;Marítimo;Express;Frágil;11;Individual;70.05531612;2.800252162;388.8147925
226.9701781;4.880872577;0.174136143;Marítimo;Normal;No Frágil;4;Individual;46.96372734;2.407704619;248.4364497
285.0211721;2.873157712;0.171784894;Terrestre;Express;Frágil;5;Empresarial;19.69708188;2.003284131;240.381478
171.1494526;4.491616318;1.711974985;Marítimo;Normal;Frágil;16;Empresarial;84.99449493;3.048624783;372.1708019
243.516404;5.971191756;0.72869902;Aéreo;Normal;Frágil;9;Empresarial;72.61951721;2.256595696;339.2717755
596.8782262;9.372156996;0.050919745;Marítimo;Express;Frágil;19;Empresarial;29.99456074;2.839524035;523.6813728
107.7674599;1.187837512;0.259544585;Terrestre;Express;Frágil;1;Empresarial;16.92452415;2.467713172;104.0726787
107.0601449;5.405472116;0.272655916;Terrestre;Express;No Frágil;12;Empresarial;9.662371499;2.813172893;191.4526675
110.5636157;4.780893973;0.099536438;Aéreo;Express;Frágil;5;Individual;77.3652873;3.65533786;255.739675
531.2468277;4.363196653;0.93926375;Terrestre;Normal;Frágil;2;Empresarial;9.69613523;3.660503512;319.6287299
285.4000528;2.232005605;0.304288131;Aéreo;Normal;No Frágil;8;Empresarial;10.08467088;3.211211079;235.1594169
145.2257434;5.685614292;0.402039991;Marítimo;Normal;Frágil;16;Individual;44.19033874;2.704558666;326.5084929
232.3880515;5.569089049;0.106104906;Marítimo;Normal;No Frágil;10;Individual;16.5811796;3.014377529;234.2836283
230.4163688;2.948652262;0.027590908;Marítimo;Normal;No Frágil;19;Individual;99.18233598;3.205861541;473.1187158
198.364392;16.73323094;0.393398306;Marítimo;Normal;Frágil;2;Individual;7.454050142;3.156680791;172.1965618
300.715794;4.487924693;0.080386687;Aéreo;Express;Frágil;9;Empresarial;51.2228063;3.587986722;333.9341912
294.9025613;12.88738095;1.433436957;Terrestre;Express;No Frágil;6;Empresarial;8.412110249;3.287888271;253.9314976
125.7196346;5.106920663;1.284601063;Marítimo;Normal;Frágil;17;Empresarial;51.90716089;3.174097458;325.6605129
184.0019912;4.812727619;0.307330467;Aéreo;Express;No Frágil;9;Empresarial;27.14620656;3.957102964;234.9380764
141.363237;2.331645482;0.369378764;Aéreo;Normal;Frágil;6;Empresarial;125.5619152;2.633605759;381.8517222
371.2630152;12.93964159;0.098081528;Aéreo;Express;Frágil;3;Individual;54.94921599;2.174698961;338.4738076
425.7080443;5.728834071;0.499668728;Aéreo;Express;Frágil;10;Individual;8.298971583;2.583766139;332.3017068
456.556939;3.54370627;0.235155969;Terrestre;Normal;Frágil;2;Empresarial;23.01066065;2.861666461;322.5879614
313.4826497;5.271312912;0.624595978;Terrestre;Normal;No Frágil;15;Empresarial;137.2336004;3.244911754;564.8223223
305.6963478;9.494362408;0.488165025;Aéreo;Normal;No Frágil;16;Individual;102.4518027;2.771146043;504.2887853
496.5918092;3.663719629;0.028377127;Marítimo;Normal;Frágil;17;Individual;27.95515545;2.959751828;471.2853155
114.9928097;3.935028439;0.070830481;Terrestre;Normal;Frágil;8;Individual;34.96056117;3.878571984;188.0313376
224.5365782;7.599489249;1.175207705;Aéreo;Normal;No Frágil;15;Individual;39.4127333;3.290642287;331.7290056
314.8783098;1.112763189;0.233623612;Aéreo;Normal;No Frágil;4;Empresarial;19.46508112;2.482870552;218.2008478
270.3374932;7.216696658;0.039947594;Terrestre;Normal;No Frágil;1;Empresarial;13.58257489;2.209648641;178.4948351
141.2624639;3.797261248;0.486051095;Aéreo;Normal;Frágil;6;Individual;2.475434826;2.319714852;152.6319137
59.09365546;4.98243215;1.138686201;Marítimo;Normal;Frágil;14;Individual;39.98534777;2.535599907;221.2001263
173.499095;1.967921707;0.949611859;Aéreo;Express;No Frágil;7;Individual;46.99057036;3.463823637;253.5104606
159.6124908;4.414309605;1.011187248;Aéreo;Normal;Frágil;10;Empresarial;76.17936762;2.651834262;320.2093669
208.9707203;18.19352787;0.775755311;Terrestre;Normal;Frágil;8;Empresarial;17.36783623;2.541374251;227.6038878
213.3203077;8.392662853;0.076371455;Marítimo;Normal;No Frágil;2;Empresarial;30.54513138;2.948475949;200.0753248
151.3589608;0.173384365;1.652672583;Aéreo;Express;Frágil;16;Empresarial;21.43614525;2.892771657;247.2607083
132.1637804;2.133885963;0.252017027;Marítimo;Normal;No Frágil;6;Individual;17.9802049;3.173862066;165.9243617
208.1834307;7.19181461;0.257708032;Terrestre;Express;Frágil;19;Individual;57.7652212;2.278791062;384.9336648
247.386597;4.853986679;0.236960419;Terrestre;Normal;Frágil;1;Individual;27.8322747;2.823674927;205.6978749
304.9043691;6.478544085;1.059109118;Terrestre;Normal;No Frágil;15;Empresarial;32.49971958;3.312291245;350.878545
157.2009209;4.055153499;0.300169885;Aéreo;Normal;Frágil;15;Individual;27.83583114;1.865862886;272.1817187
383.2492136;6.736223239;0.103736254;Terrestre;Express;No Frágil;12;Empresarial;54.69611791;2.212145605;407.6178087
145.1952512;19.67059525;0.38334074;Aéreo;Express;Frágil;14;Individual;8.167411743;3.095060778;234.3454175
252.3418639;2.622904936;0.309348424;Aéreo;Express;No Frágil;7;Individual;30.46568091;2.381547004;250.6145043
210.2768334;2.041762026;1.124458649;Terrestre;Normal;Frágil;4;Empresarial;65.08924691;3.991589097;280.3156031
304.5980861;9.869821057;0.421918905;Terrestre;Normal;Frágil;14;Empresarial;61.41381667;2.023508427;405.2594249
230.5439075;3.063094856;0.741284881;Aéreo;Normal;No Frágil;5;Empresarial;32.48627645;2.434559318;245.3560257
182.4916746;3.276693428;1.334104322;Terrestre;Normal;No Frágil;9;Empresarial;13.01338814;3.106808666;205.817452
132.4364588;1.721013068;0.096205054;Aéreo;Normal;Frágil;19;Empresarial;55.33733378;3.253701602;341.1992817
267.2281557;16.23558194;0.418263327;Aéreo;Express;No Frágil;8;Empresarial;14.00366395;3.28285834;263.596754
140.59847;10.57819081;0.083120071;Terrestre;Express;No Frágil;19;Individual;25.66268791;3.55839379;295.8901574
179.3264525;15.57193604;0.280873995;Marítimo;Express;Frágil;18;Individual;72.15576983;3.51429783;406.6755255
294.8826481;7.805356239;0.120147596;Aéreo;Normal;No Frágil;15;Individual;11.9266897;2.752457258;303.3740405
259.4429873;6.30557643;0.010964021;Terrestre;Normal;No Frágil;7;Individual;49.35785419;3.43835489;278.3481517
323.996905;5.088400338;0.185049975;Aéreo;Normal;No Frágil;12;Individual;16.25707609;2.907089511;310.3935926
98.0363637;5.348455869;0.07542208;Terrestre;Express;Frágil;6;Empresarial;47.75160066;3.4002262;197.0264993
282.3559818;2.260980929;0.12155395;Terrestre;Normal;No Frágil;7;Empresarial;102.0692638;2.572828127;422.4763302
286.9955153;5.939989226;0.296674058;Marítimo;Express;No Frágil;4;Empresarial;10.16132215;2.439963979;216.6556228
105.1490152;2.119649392;0.233025496;Marítimo;Normal;Frágil;2;Individual;22.88313701;4.149108693;112.3274318
335.4498132;7.451869733;0.354868502;Terrestre;Express;No Frágil;4;Empresarial;14.84005072;3.530233888;257.6440349
401.1556023;9.281495758;0.200697473;Aéreo;Express;Frágil;14;Individual;89.10024168;3.422372775;513.096814
322.7742314;6.710750518;0.51410332;Terrestre;Normal;No Frágil;16;Individual;25.67149926;2.311355687;363.271586
132.4718482;0.826894618;2.718215903;Terrestre;Normal;Frágil;19;Empresarial;40.09425305;2.782621412;308.7704764
262.229601;3.108250758;0.122610103;Terrestre;Express;No Frágil;19;Empresarial;78.41021404;2.703822359;434.1858048
277.653941;1.040878365;0.343226266;Marítimo;Express;Frágil;8;Individual;107.5877145;3.06780437;418.0060375
455.2357523;0.892551316;0.046082478;Aéreo;Express;Frágil;16;Individual;10.49726648;2.740099632;401.4464012
171.8333128;9.14208683;0.567350961;Terrestre;Normal;No Frágil;3;Empresarial;29.57966574;2.774334174;185.7918015
232.1443113;3.502682776;9.90E-05;Marítimo;Normal;No Frágil;18;Individual;34.76592311;3.617769435;333.172749
137.5424238;3.105478778;0.010959174;Marítimo;Express;No Frágil;7;Individual;13.72356801;2.710509182;180.0833568
144.732417;4.026672692;0.07587782;Terrestre;Express;Frágil;13;Empresarial;101.4528478;3.112023447;394.5364233
301.8099;5.729949995;0.156873057;Terrestre;Express;No Frágil;12;Empresarial;57.73080447;3.098950349;382.1307247
123.3292582;3.594606531;1.435016092;Marítimo;Express;No Frágil;5;Individual;13.68154906;2.166717136;155.0251065
230.4133384;2.44845741;0.199950628;Aéreo;Express;No Frágil;12;Individual;62.37629575;2.638091201;342.9678168
245.0456336;0.567117193;0.020742533;Terrestre;Express;No Frágil;18;Individual;41.61018119;3.668364785;352.7128125
111.3481574;2.243997555;0.805893108;Aéreo;Normal;No Frágil;11;Empresarial;10.65688383;4.204443006;185.1788947
162.4743041;2.747001686;0.127610474;Marítimo;Express;Frágil;1;Individual;88.49005046;2.90431572;276.6117581
180.1828955;1.252157244;0.080103614;Marítimo;Express;No Frágil;6;Individual;58.22264412;2.850180126;244.2017174
107.409057;2.072755056;0.321538082;Terrestre;Express;No Frágil;19;Empresarial;16.67665484;3.136836618;243.1162528
146.1712025;4.547660214;0.066428838;Marítimo;Express;No Frágil;17;Empresarial;51.28222352;4.273200437;323.1630238
519.4575557;2.289944475;0.480210507;Terrestre;Normal;Frágil;7;Empresarial;9.812047262;2.9083454;348.0355432
101.5959145;3.228276244;0.79150303;Aéreo;Normal;Frágil;2;Empresarial;39.49488268;3.156747162;153.1374017
489.2608072;4.388042444;0.506107714;Terrestre;Normal;No Frágil;14;Empresarial;123.3581326;3.474690833;596.9656634
279.7022669;11.52828857;0.124080397;Aéreo;Express;No Frágil;10;Empresarial;39.78278496;2.991491965;333.9008064
291.5824641;9.981079586;0.942880877;Terrestre;Express;No Frágil;18;Empresarial;25.07340736;2.67942845;364.9215078
238.7631982;2.941627363;0.057828499;Terrestre;Normal;No Frágil;9;Empresarial;35.85374203;3.02038079;273.9887595
246.3377768;1.51009592;1.339514493;Terrestre;Normal;Frágil;7;Individual;35.45880702;2.637025712;244.7172333
413.2768364;3.62944715;0.490584101;Marítimo;Normal;Frágil;5;Empresarial;61.37662289;2.318682844;381.5303229
152.262046;7.891950807;0.91857951;Terrestre;Express;No Frágil;3;Individual;69.71498095;3.19564654;239.4664144
242.7105063;7.562798257;1.966544351;Terrestre;Express;Frágil;4;Individual;20.21965173;3.164524611;207.7637209
156.5283264;0.414330383;0.169230382;Marítimo;Express;No Frágil;16;Empresarial;22.97381778;3.503285342;262.1851199
234.9852501;5.050557418;0.870880128;Aéreo;Normal;No Frágil;5;Empresarial;35.96272999;2.836577079;242.611106
238.7628577;11.97159694;0.514079967;Terrestre;Normal;No Frágil;14;Empresarial;21.96478209;3.14270563;291.2583654
236.3339286;1.617243977;0.373262038;Aéreo;Express;No Frágil;6;Individual;15.77771026;3.245268299;218.6295196
143.8931717;3.703326032;1.312188347;Aéreo;Express;No Frágil;17;Empresarial;102.0028961;3.827097288;420.0282485
379.9436569;10.77974888;1.021661036;Marítimo;Normal;Frágil;4;Empresarial;13.51717649;3.575137188;260.8967927
592.7336611;5.72170495;0.984930227;Terrestre;Normal;No Frágil;11;Individual;6.047130551;3.52088179;427.1183809
187.595124;6.162776205;0.621166581;Marítimo;Express;No Frágil;10;Empresarial;3.932375803;2.191044119;204.4035564
115.2228264;8.730573762;0.140630858;Marítimo;Express;Frágil;9;Empresarial;33.97241516;3.312624322;216.9842996
289.5209106;4.039824478;0.818624058;Terrestre;Normal;No Frágil;13;Empresarial;4.122920704;3.435862081;274.4541789
221.6386817;10.03068079;0.386562602;Aéreo;Express;Frágil;15;Empresarial;60.3098313;2.663594092;389.0313757
362.4160048;7.167265516;1.443574928;Marítimo;Express;Frágil;3;Empresarial;28.77291166;2.596479169;260.3341392
173.1038294;5.804429972;0.179532948;Terrestre;Express;Frágil;6;Empresarial;58.42446212;2.395098378;254.5028142
173.6405211;4.637280952;0.21243025;Terrestre;Express;Frágil;2;Individual;98.93938919;2.033884172;312.7371975
407.5411414;1.978859663;0.234403091;Aéreo;Normal;No Frágil;4;Individual;20.30467954;2.896315978;282.5495526
178.6472205;2.620507644;0.550346508;Terrestre;Normal;No Frágil;7;Individual;23.46652868;3.154690322;184.2642887
335.5230216;6.217922396;0.023894846;Marítimo;Express;No Frágil;17;Empresarial;29.59165377;3.303073556;375.5360993
112.072628;7.466747454;0.066452597;Marítimo;Normal;No Frágil;19;Empresarial;33.49947265;3.183870486;290.3036988
293.8720248;5.724348598;0.71957869;Marítimo;Express;Frágil;4;Empresarial;13.64633592;2.788876006;213.4658127
133.4329941;6.631380288;0.399857747;Marítimo;Express;No Frágil;17;Empresarial;76.19409869;2.842008138;367.7587312
66.48315801;2.030360846;0.157435289;Marítimo;Normal;Frágil;16;Individual;24.25303582;3.283794766;224.5878838
236.7305579;2.713185356;0.007195833;Terrestre;Normal;Frágil;2;Individual;37.48636584;2.64836764;216.8115001
279.8079961;3.085217673;0.113236927;Terrestre;Express;No Frágil;2;Empresarial;24.72349208;2.489589715;207.688152
185.210944;1.946528869;1.100179577;Terrestre;Express;Frágil;17;Individual;20.90883031;3.670620819;294.0337619
205.2365657;1.815120786;0.671276996;Terrestre;Normal;No Frágil;8;Individual;13.73408104;3.778399287;201.657109
183.4023927;4.389875424;0.460782453;Marítimo;Express;Frágil;18;Empresarial;33.0238835;2.896768767;329.5395906
325.7868085;13.31858752;0.918537821;Aéreo;Express;No Frágil;11;Empresarial;26.85443658;2.887623385;328.0628417
283.2460776;5.030914652;0.114972853;Aéreo;Express;Frágil;4;Individual;21.92438165;2.812607439;242.0235979
362.1464095;6.222636494;0.586360155;Aéreo;Normal;No Frágil;11;Individual;15.34759825;2.777798769;317.9787026
268.2638401;2.501069558;0.651414333;Aéreo;Express;No Frágil;13;Individual;1.765476585;2.870761028;272.0780231
209.9579583;2.586177788;0.161342277;Terrestre;Normal;No Frágil;13;Empresarial;23.61054688;3.235795255;266.7011148
294.996145;2.892658562;0.403995487;Terrestre;Normal;No Frágil;17;Empresarial;26.44713809;2.847028044;343.119102
163.0562436;7.479241081;0.065975109;Marítimo;Express;Frágil;8;Empresarial;31.61729678;2.408345046;230.8270725
186.6842586;2.991267207;0.335265342;Aéreo;Normal;Frágil;5;Empresarial;57.9924651;2.662087573;261.0743784
311.497751;15.08549379;0.170218664;Aéreo;Express;Frágil;9;Individual;50.43137432;2.903502354;367.8681162
437.4792017;17.51674935;0.505742843;Terrestre;Normal;No Frágil;8;Individual;6.661416877;1.994202631;305.9558921
271.3264079;0.303597047;0.506782746;Marítimo;Normal;No Frágil;12;Empresarial;45.83369111;2.910267758;324.3204758
258.2085103;2.906554076;0.174833093;Marítimo;Express;Frágil;11;Empresarial;103.2098895;3.336527491;427.0623514
272.7998214;10.24145925;0.44379692;Marítimo;Normal;Frágil;13;Empresarial;2.829336752;2.947586129;264.9608086
176.0817915;4.794038135;0.674765302;Aéreo;Express;Frágil;1;Empresarial;45.30553286;3.233891871;203.0041102
181.0932683;3.963394954;1.343743587;Marítimo;Express;Frágil;13;Empresarial;36.07612471;2.405250465;287.5899491
457.0781524;3.992443052;1.083150329;Marítimo;Express;Frágil;19;Individual;67.79822623;2.039186258;539.5282914
216.5973571;5.476532042;1.05889637;Aéreo;Normal;No Frágil;13;Individual;9.012876473;2.422591609;227.6784406
266.7168005;14.8565806;0.248811025;Marítimo;Express;No Frágil;7;Individual;80.99715272;3.790600106;376.2296197
155.8160324;0.076239646;0.140780571;Terrestre;Express;Frágil;11;Individual;30.27498514;3.028633604;233.7028848
401.7276274;19.36170105;1.103207895;Marítimo;Express;No Frágil;2;Individual;44.61297415;3.279177374;346.6153902
377.6589971;14.31662995;0.495238259;Marítimo;Normal;Frágil;8;Individual;12.98710282;3.196719902;305.5066717
124.1141699;11.91807161;0.21590903;Marítimo;Normal;No Frágil;7;Individual;50.33272707;2.368196649;244.7083542
191.6298913;1.318616411;1.037227764;Aéreo;Normal;Frágil;17;Individual;62.05703681;2.823520898;360.2650518
123.4827217;7.835295782;0.101428482;Marítimo;Normal;No Frágil;2;Empresarial;104.3022287;2.188281657;300.6907555
175.667857;3.9894743;0.930489212;Marítimo;Normal;Frágil;2;Empresarial;35.02352532;2.746742402;190.3135248
257.980902;1.979343238;0.281391523;Marítimo;Express;No Frágil;13;Individual;27.22307637;3.15957243;295.5647638
